date,description,debit,credit
2023-06-12,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,6000
2023-06-12,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,3000
2023-06-12,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,18481.94, 
2023-06-14,   TO TRANSFER-UPI/DR/************/amzn1.ac/UTIB/amazonpayg/Reque--,649, 
2023-06-14,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,5000
2023-06-14,   TO TRANSFER-UPI/DR/************/ANANDS E/KKBK/**********/Payme--,6620, 
2023-06-14,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,1000
2023-06-14,   TO TRANSFER-UPI/DR/************/ACT  Bro/PYTM/paytm-actb/Payme--,837.8, 
2023-06-15,   TO TRANSFER-UPI/DR/************/HARSHA R/YESB/Q*********/Payme--,300, 
2023-06-15,   BY TRANSFER-NEFT*CIUB********CIUBL************LIC INDIA D061*2--, ,757814
2023-06-16,   TO TRANSFER-UPI/DR/************/SHREE SH/SBIN/**********/Payme--,30000, 
2023-06-16,   TO TRANSFER-UPI/DR/************/amzn1.ac/UTIB/amazonpayg/Reque--,399, 
2023-06-16,   TO TRANSFER-UPI/DR/************/AMAZONPA/UTIB/amazonupi@/Reque--,2079, 
2023-06-17,   TO TRANSFER-UPI/DR/************/V R MALL/PYTM/paytmqr281/Payme--,48, 
2023-06-19,   ATM WDL-ATM CASH 9346  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2023-06-19,   ATM WDL-ATM CASH 9348  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2023-06-20,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,70000
2023-06-21,   TO TRANSFER-UPI/DR/************/V Hemanth/PYTM/paytmqr281/Paym--,210, 
2023-06-21,   TO TRANSFER-UPI/DR/************/Dunzo/ICIC/cfdunzo@ic/Dunzo Or--,186, 
2023-06-23,   TO TRANSFER-INB IMPS/P2A/************/XXXXXXX219KVBL--,1000, 
2023-06-23,   TO TRANSFER-UPI/DR/************/HEMA  S/SBIN/**********/Paymen--,2600, 
2023-06-23,   TO TRANSFER-UPI/DR/************/HEMA/KARB/**********/Payment--,4500, 
2023-06-23,   TO TRANSFER-UPI/DR/************/PhonePe/YESB/BBPSBP@ybl/Paymen--,10120.76, 
2023-06-24,   BY TRANSFER-UPI/CR/************/Amazon P/UTIB/amazon.ref/Refun--, ,6222
2023-06-24,   BULK POSTING-IMPS/RVSL/************ / MOAHYYFLW5 / ********--, ,1000
2023-06-25,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,96514, 
2023-06-25,   CREDIT INTEREST---, ,644
2023-06-26,   ATM WDL-ATM CASH 5616  SBI KONANAKUNTE BANGALBANGALORE--,10000, 
2023-06-27,   TO TRANSFER-UPI/DR/************/GEDDIT C/PYTM/paytm-6649/Payme--,195, 
2023-06-28,   TO TRANSFER-UPI/DR/************/BHARTI A/AIRP/airtelcomm/Payme--,1690.26, 
2023-06-28,   TO TRANSFER-UPI/DR/************/M CHAND /KKBK/**********/Payme--,1500, 
2023-06-28,   TO TRANSFER-UPI/DR/************/HANUMANTHA/CNRB/rajugowda4/UPI--,5000, 
2023-06-28,   TO TRANSFER-UPI/DR/************/P SAI DE/SBIN/deekshith./Payme--,16000, 
2023-06-29,   TO TRANSFER-UPI/DR/************/T D Pras/SBIN/**********/Payme--,5500, 
2023-06-29,   TO TRANSFER-UPI/DR/************/AMAZON S/HDFC/amazonsell/Payme--,1699, 
2023-06-29,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,62579.46, 
2023-06-29,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,29600.64, 
2023-06-29,   BY TRANSFER-UPI/CR/************/Amazon P/UTIB/amazon.ref/Refun--, ,399
2023-06-30,   BULK POSTING-ACHCr CNRB************** CANARA BANK--, ,372
2023-06-30,   BULK POSTING-ACHCr HDFC************** ASIANPAINTSDIV--, ,213
2023-06-30,   TO TRANSFER-UPI/DR/************/MEDPLUS /PYTM/paytm-6860/Payme--,990, 
2023-06-30,   TO TRANSFER-UPI/DR/************/SANDEEP /PYTM/paytmqr281/Payme--,1342, 
2023-07-01,   TO TRANSFER-UPI/DR/************/SARFRAZ /KKBK/**********/Payme--,315, 
2023-07-02,   DEBIT-CMP MANDATE DEBIT Bajaj Finance Ltd. - DD--,26167, 
2023-07-02,   DEBIT-CMP MANDATE DEBIT Bajaj Finance Ltd. - DD--,11250, 
2023-07-02,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,17417, 
2023-07-03,   BULK POSTING-ACHCr UTIB************** TCS FINDIV 030--, ,120
2023-07-03,   TO TRANSFER-UPI/DR/************/LIGHT FI/KKBK/*******A00/Payme--,2365, 
2023-07-03,   TO TRANSFER-UPI/DR/************/PhonePe/YESB/BBPSBP@ybl/Paymen--,1105.5, 
2023-07-04,   TO TRANSFER-UPI/DR/************/SHREE SH/SBIN/**********/Payme--,10000, 
2023-07-04,   TO TRANSFER-UPI/DR/************/POLA SAI/HDFC/polasatvik/UPI--,10500, 
2023-07-05,   ATM WDL-ATM CASH 2627  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2023-07-05,   ATM WDL-ATM CASH 2629  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2023-07-06,   TO TRANSFER-UPI/DR/************/SATHISH R/BARB/sathishram/Paym--,1600, 
2023-07-06,   TO TRANSFER-UPI/DR/************/HANUMANT/SBIN/**********/Payme--,2000, 
2023-07-08,   TO TRANSFER-UPI/DR/************/Mr E SAR/IDIB/**********/Payme--,1600, 
2023-07-09,   TO TRANSFER-UPI/DR/************/Jio/PYTM/paybil3066/Oid21475--,240.1, 
2023-07-10,   ATM WDL-ATM CASH 7309  SBI KONANAKUNTE BANGALBANGALORE--,20000, 
2023-07-10,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,40000
2023-07-10,   TO TRANSFER-UPI/DR/************/Shirdi S/UTIB/**********/na--,1516, 
2023-07-11,TO CLEARING-Chq No. ****** MVC   VCB--******,400000, 
2023-07-11,   BY TRANSFER-INB IMPS************/**********/XX7853/PaidviaCRE--, ,49000
2023-07-11,   TO TRANSFER-UPI/DR/************/SHREE SH/SBIN/**********/Payme--,10000, 
2023-07-11,   ATM WDL-ATM CASH 3634  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2023-07-11,   ATM WDL-ATM CASH 3636  ANJANAPURA BANGALORE  BANGALORE--,20000, 
2023-07-13,   TO TRANSFER-UPI/DR/************/GOVINDA /SBIN/**********/Payme--,1450, 
2023-07-13,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,30000
2023-07-13,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,24143.16, 
2023-07-14,   TO TRANSFER-UPI/DR/************/MAHESH K S/YESB/BHARATPE90/Pay--,20, 
2023-07-14,   TO TRANSFER-UPI/DR/************/ACT  Bro/PYTM/paytm-actb/Payme--,837.8, 
2023-07-16,   TO TRANSFER-UPI/DR/************/N MURALI/UBIN/akashitha1/Payme--,7000, 
2023-07-16,   TO TRANSFER-UPI/DR/************/Ananthar/PYTM/paytmqr281/Payme--,2450, 
2023-07-17,   TO TRANSFER-UPI/DR/************/Bharatpe/ICIC/BHARATPE.9/Verif--,15, 
2023-07-18,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,40000
2023-07-18,   ATM WDL-ATM CASH 3395  KONANAKUNTE-2         BENGALURU--,20000, 
2023-07-18,   ATM WDL-ATM CASH 3397  KONANAKUNTE-2         BENGALURU--,20000, 
2023-07-18,   TO TRANSFER-UPI/DR/************/GEDDIT C/PYTM/paytm-6649/Payme--,121, 
2023-07-23,   TO TRANSFER-INB IMPS*********** Penalty Carges---,25, 
2023-07-24,   TO TRANSFER-UPI/DR/************/zeptonow/HDFC/zeptonowca/Payme--,113, 
2023-07-24,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,30000
2023-07-24,   TO TRANSFER-UPI/DR/************/RAVISHAN/KKBK/**********/Payme--,23750, 
2023-07-24,   TO TRANSFER-UPI/DR/************/SACHIN/PKGB/**********/Payment--,750, 
2023-07-24,   TO TRANSFER-UPI/DR/************/GEDDIT C/PYTM/paytm-6649/Payme--,146, 
2023-07-25,   TO TRANSFER-UPI/DR/************/Ananthar/PYTM/paytmqr281/Payme--,48, 
2023-07-25,   BY TRANSFER-INB pgr sbi--, ,25000
2023-07-25,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,26265, 
2023-07-25,   BULK POSTING-ACHCr HDFC************** HDFCLIFEINSURA--, ,11.4
2023-07-26,   TO TRANSFER-UPI/DR/************/********/KKBK/**********/Payme--,900, 
2023-07-27,   TO TRANSFER-UPI/DR/************/AIRTEL P/YESB/AIRTELPAYM/Airte--,1709.14, 
2023-07-28,   TO TRANSFER-UPI/DR/************/AMAZONPA/UTIB/amazonupi@/Reque--,658, 
2023-07-29,   TO TRANSFER-UPI/DR/************/PVR Supe/PYTM/payent0609/Oid21--,330.12, 
2023-07-29,   TO TRANSFER-UPI/DR/************/Bajaj Fi/HDFC/bajajfinse/UPI T--,117, 
2023-07-29,   BY TRANSFER-INB IMPS************/**********/XX7853/PaidviaCRE--, ,49000
2023-07-29,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,15000
2023-07-29,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,62000, 
2023-07-30,   BY TRANSFER-UPI/CR/************/D PAVAN /IDFB/**********/Payme--, ,3600
2023-07-30,   TO TRANSFER-UPI/DR/************/CHANDRA /UBIN/**********/Payme--,2000, 
2023-07-30,   TO TRANSFER-UPI/DR/************/NAHIDA K/UJVN/khuddusmoh/Payme--,1000, 
2023-07-31,   CSH DEP (CDM)-CDM*******KONANAKUNTE-2         BENGALURU    KA IN--, ,29500
2023-07-31,   TO TRANSFER-UPI/DR/************/CREDCLUB1/UTIB/cred.club@/paym--,29484, 
2023-08-01,   BULK POSTING-ACHCr SBIN************** JSW STEEL LIMI--, ,136
2023-08-01,   BY TRANSFER-INB IMPS************/**********/XX7853/PaidviaCRE--, ,49000
2023-08-01,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,4000
2023-08-01,   BULK POSTING-ACHCr HDFC************** DRREDDYSLABORA--, ,200
2023-08-01,   BY TRANSFER-UPI/CR/************/P SAI DE/HDFC/deekshiths/Payme--, ,90000
2023-08-01,   TO TRANSFER-UPI/DR/************/MEGHA N/HDFC/**********/Paymen--,2500, 
2023-08-02,   DEBIT-CMP MANDATE DEBIT Bajaj Finance Ltd. - DD--,11250, 
2023-08-02,   DEBIT-CMP MANDATE DEBIT Bajaj Finance Ltd. - DD--,26167, 
2023-08-02,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,17417, 
2023-08-02,   TO TRANSFER-UPI/DR/************/KUMAR K/IOBA/**********/Paymen--,50000, 
2023-08-02,   TO TRANSFER-UPI/DR/************/MANJUNAT/SBIN/**********/Payme--,1, 
2023-08-02,   TO TRANSFER-UPI/DR/************/MANJUNAT/SBIN/**********/Payme--,35000, 
2023-08-04,   TO TRANSFER-UPI/DR/************/H NAGARAJA/YESB/BHARATPE90/Pay--,30, 
2023-08-04,   TO TRANSFER-UPI/DR/************/AMAZONPA/UTIB/amazonupi@/Reque--,1849, 
2023-08-07,   BULK POSTING-ACHCr UTIB************** TCS1STINTDIV07--, ,45
2023-08-07,   TO TRANSFER-UPI/DR/************/UMESH N/PYTM/paytmqr281/Paymen--,321, 
2023-08-07,   TO TRANSFER-UPI/DR/************/Geddit C/ICIC/gedditzept/Payme--,355, 
2023-08-08,   TO TRANSFER-UPI/DR/************/Mukambik/ICIC/gpay-11216/Payme--,52, 
2023-08-09,   TO TRANSFER-UPI/DR/************/Manasa R/PYTM/payent0609/Oid21--,175.96, 
2023-08-09,   TO TRANSFER-UPI/DR/************/AMAZONPA/UTIB/amazonupi@/Reque--,895, 
2023-08-10,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,2000
2023-08-10,   TO TRANSFER-UPI/DR/************/AMAZONPAY/UTIB/amazonpay@/Requ--,679, 
2023-08-13,   TO TRANSFER-UPI/DR/************/Jio/PYTM/*******@pa/Oid21724--,240.1, 
2023-08-13,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,30000
2023-08-13,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,30863.39, 
2023-08-14,   BULK POSTING-ACHCr IBKL************** ITCLIMITED--, ,475
2023-08-14,   BULK POSTING-ACHCr ICIC************** ZLL FNL2223 14--, ,240
2023-08-15,   TO TRANSFER-UPI/DR/************/BHARTI A/AIRP/airtelprep/Payme--,719, 
2023-08-16,   TO TRANSFER-UPI/DR/************/Gajiur R/FINO/**********/Payme--,500, 
2023-08-16,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,2000
2023-08-18,   TO TRANSFER-UPI/DR/************/V  Hemanth/YESB/Q*********/Pay--,60, 
2023-08-20,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,40000
2023-08-20,   ATM WDL-ATM CASH 3558  SREENIDHI LAYOUT      BANGALORE--,20000, 
2023-08-20,   ATM WDL-ATM CASH 3562  SREENIDHI LAYOUT      BANGALORE--,20000, 
2023-08-21,   TO TRANSFER-UPI/DR/************/M CHAND /KKBK/**********/Payme--,2000, 
2023-08-22,   BY TRANSFER-NEFT*KVBL********N****************SRIVANI Y R*--, ,150000
2023-08-22,   BY TRANSFER-RTGS UTR NO: KVBLR*****************--SHREE SAI SAREE SELECTION, ,250000
2023-08-22,   TO TRANSFER-UPI/DR/************/AMAZONPA/UTIB/amazonupi@/Reque--,247, 
2023-08-23,   TO TRANSFER-INB IMPS/P2A/************/XXXXXXX219KVBL--,1000, 
2023-08-23,   TO TRANSFER-UPI/DR/************/R RAJANN/PYTM/paytmqr10k/Payme--,200, 
2023-08-23,   BY TRANSFER-INB IMPS************/**********/XX7853/PaidviaCRE--, ,49000
2023-08-23,   TO TRANSFER-UPI/DR/************/O ANIL K/UBIN/anilkumarr/Payme--,15000, 
2023-08-24,   BY TRANSFER-INB IMPS************/**********/XX2577/IMPSTXN--, ,5000
2023-08-25,   BY TRANSFER-INB IMPS************/**********/XX2577/Total25k--, ,20000
2023-08-25,   BULK POSTING-ACHCr INDB************** IBL FNLDIV 202--, ,140
2023-08-25,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,128855, 
2023-08-27,   BY TRANSFER-INB IMPS************/**********/XX7853/PaidviaCRE--, ,49000
2023-08-27,   BY TRANSFER-UPI/CR/************/P SAI DE/HDFC/deekshiths/chits--, ,50000
2023-08-28,"   CSH DEP (CDM)-CDM*******PUTTENAHALLI, B'LURU-2BANGALORE    KA IN--", ,45500
2023-08-28,"   CSH DEP (CDM)-CDM*******PUTTENAHALLI, B'LURU-2BANGALORE    KA IN--", ,23000
2023-08-28,   BULK POSTING-C***********     ***********RELIANCE INDUSTRIES LI--, ,1818
2023-08-29,   TO TRANSFER-UPI/DR/************/BHARTI A/AIRP/airtelcomm/Payme--,1680.82, 
2023-08-29,   CSH DEP (CDM)-CDM*******KONANAKUNTE-2         BENGALURU    KA IN--, ,44500
2023-08-29,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,12772.69, 
2023-08-30,TO CLEARING-Chq No. ****** BGL ***********  CFL IDFC--4584,424314, 
2023-08-30,   TO TRANSFER-UPI/DR/************/Axis/UTIB/amazonupi@/Request--,309, 
2023-08-30,   BY TRANSFER-INB pgr--, ,200000
2023-08-30,   BY TRANSFER-INB pgr--, ,100000
2023-08-30,   BULK POSTING-ACHCr HDFC************** NATCOINTDIV232--, ,700
2023-08-30,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,45000
2023-08-30,   CSH DEP (CDM)-CDM*******KONANAKUNTE-2         BENGALURU    KA IN--, ,48000
2023-08-31,   CSH DEP (CDM)-CDM*******KONANAKUNTE-2         BENGALURU    KA IN--, ,44500
2023-08-31,   BY TRANSFER-UPI/CR/************/P SAI DE/HDFC/deekshiths/to da--, ,95000
2023-08-31,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,2000
2023-09-01,TO CLEARING-Chq No. ****** ICI   BAJAJ FINANCE LIMITED FI--4581,636070, 
2023-09-01,   BULK POSTING-ACHCr ICIC************** SPIL Final 202--, ,80
2023-09-01,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,48000
2023-09-01,   BY TRANSFER-UPI/CR/************/SHREE SH/SBIN/**********/Payme--, ,2500
2023-09-02,   DEBIT-CMP MANDATE DEBIT Bajaj Finance Ltd. - DD--,26167, 
2024-04-02,   TO TRANSFER-UPI/DR/************/hsbahuba/UBIN/hsbahubali/UPI--,5000, 
2024-04-02,   TO TRANSFER-UPI/DR/************/ARIHANTH/UBIN/hsbahubali/UPI--,5000, 
2024-04-02,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,9767, 
2024-04-02,   TO TRANSFER-UPI/DR/************/manjuman/CNRB/manjumanju/UPI--,3300, 
2024-04-02,   BY TRANSFER-INB pgr--, ,70000
2024-04-02,   TO TRANSFER-UPI/DR/************/virupaks/IBKL/virupakshi/UPI--,50000, 
2024-04-03,   BY TRANSFER-UPI/CR/************/ARIHANTH/UBIN/hsbahubali/test--, ,1
2024-04-03,   BY TRANSFER-INB pgr--, ,25000
2024-04-03,   TO TRANSFER-UPI/DR/************/P SAI DE/SBIN/deekshiths/UPI--,26700, 
2024-04-03,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,37646, 
2024-04-03,   TO TRANSFER-UPI/DR/************/CAPITALF/UTIB/amznlpa-nu/Reque--,1107, 
2024-04-04,   BY TRANSFER-UPI/************/REVERSAL--, ,5000
2024-04-04,   BY TRANSFER-UPI/************/REVERSAL--, ,5000
2024-04-04,   TO TRANSFER-UPI/DR/************/POLA SAI/HDFC/polasatvik/UPI--,17000, 
2024-04-06,   BY TRANSFER-UPI/CR/************/P SAI DE/SBIN/deekshith./Payme--, ,5
2024-04-06,   BY TRANSFER-UPI/CR/************/P SAI DE/HDFC/deekshiths/UPI--, ,50000
2024-04-07,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,36680, 
2024-04-07,   BY TRANSFER-UPI/CR/************/POLA SAI/HDFC/polasatvik/UPI--, ,50000
2024-04-08,   ATM WDL-ATM CASH 3988  SAJJAN RAO CIRCLE     BANGALORE--,20000, 
2024-04-08,   ATM WDL-ATM CASH 3990  SAJJAN RAO CIRCLE     BANGALORE--,20000, 
2024-04-08,   TO TRANSFER-UPI/DR/************/RAGHU/CNRB/raghuraghu/UPI--,3500, 
2024-04-08,   TO TRANSFER-UPI/DR/************/HANUMANTHA/CNRB/rajugowda4/UPI--,2000, 
2024-04-08,   TO TRANSFER-UPI/DR/************/KEMPA HO/YESB/q*********/UPI--,45, 
2024-04-09,   BY TRANSFER-UPI/CR/************/POLA SAI/HDFC/polasatvik/UPI--, ,20000
2024-04-09,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,27686.19, 
2024-04-09,   BY TRANSFER-INB IMPS************/**********/XX1963/Rent from--, ,25000
2024-04-09,   TO TRANSFER-UPI/DR/************/P  SRINI/SBIN/**********/UPI--,20000, 
2024-04-10,   BY TRANSFER-INB pgr--, ,100000
2024-04-10,   ATM WDL-ATM CASH 3241  KONANAKUNTE-2         BENGALURU--,20000, 
2024-04-10,   ATM WDL-ATM CASH 805   BANGALORE             BANGALORE--,20000, 
2024-04-10,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,32607.85, 
2024-04-11,   TO TRANSFER-UPI/DR/************/Ramamoha/KKBK/**********/UPI--,23750, 
2024-04-11,   TO TRANSFER-UPI/DR/************/PRAVEEN /DBSS/praveenkum/UPI--,3116, 
2024-04-12,   TO TRANSFER-UPI/DR/************/Le trave/utib/ixigo.abhi/UPI--,2016, 
2024-04-13,   TO TRANSFER-UPI/DR/************/ACT  Bro/YESB/paytm-actb/UPI--,883.82, 
2024-04-13,   TO TRANSFER-UPI/DR/************/SUNITHA /YESB/q*********/UPI--,4000, 
2024-04-14,   TO TRANSFER-UPI/DR/************/HANUMANTHA/CNRB/rajugowda4/UPI--,3200, 
2024-04-14,   TO TRANSFER-UPI/DR/************/UPILITE--,1000, 
2024-04-14,   TO TRANSFER-UPI/DR/************/AMBICA M/HDFC/vyapar.169/UPI--,1620, 
2024-04-14,   TO TRANSFER-UPI/DR/************/RAJESH T S/CNRB/rajeshtsra/UPI--,2583, 
2024-04-16,   BY TRANSFER-UPI/CR/************/P SAI DE/HDFC/deekshiths/UPI--, ,4000
2024-04-16,   ATM WDL-ATM CASH 4478  KONANAKUNTE-2         BENGALURU--,4000, 
2024-04-17,   TO TRANSFER-INB IMPS*********** Penalty Carges---,25, 
2024-04-18,   BY TRANSFER-INB pgr--, ,25000
2024-04-18,"   ATM WDL-ATM CASH 2460  NEW BANK COLONY, KONANBANGALORE--",20000, 
2024-04-19,   TO TRANSFER-UPI/DR/************/SUBODHA /HDFC/subodhamed/UPI--,1446, 
2024-04-19,   TO TRANSFER-UPI/DR/************/SUBODHA /HDFC/subodhamed/UPI--,181, 
2024-04-19,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,2478, 
2024-04-21,   TO TRANSFER-UPI/DR/************/P MADHAVI/UBIN/**********/UPI--,500, 
2024-04-23,   TO TRANSFER-INB IMPS*********** Penalty Carges---,25, 
2024-04-24,   BY TRANSFER-INB pgr--, ,70000
2024-04-24,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,67283, 
2024-04-24,   TO TRANSFER-UPI/DR/************/RAVI V/UBIN/ravivravi9/UPI--,1000, 
2024-04-25,   TO TRANSFER-UPI/DR/************/MADESHWA/YESB/q*********/UPI--,420, 
2024-04-25,   BY TRANSFER-INB pgr--, ,20000
2024-04-25,   TO TRANSFER-UPI/DR/************/SANJAY K/BARB/kumarssanj/UPI--,13500, 
2024-04-25,   BY TRANSFER-CMP BAJAJ FINANCE LTD--, ,33.93
2024-04-26,   TO TRANSFER-UPI/DR/************/Swiggy/UTIB/swiggyupi@/Swiggy--,536, 
2024-04-26,   TO TRANSFER-UPI/DR/************/MANJUNAT/CNRB/manjumanju/UPI--,3300, 
2024-04-26,   BY TRANSFER-INB pgr--, ,5000
2024-04-26,   TO TRANSFER-UPI/DR/************/N BALAIAH/HDFC/balumahend/UPI--,6500, 
2024-04-30,   TO TRANSFER-UPI/DR/************/Smart Po/JIOP/**********/UPI--,113.94, 
2024-04-30,   BY TRANSFER-UPI/CR/************/P SAI DE/HDFC/deekshiths/UPI--, ,75000
2024-04-30,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,31133.28, 
2024-04-30,   TO TRANSFER-SBIYA********************-Cc--,30000, 
2024-04-30,   TO TRANSFER-UPI/DR/************/HANUMANTHA/CNRB/rajugowda4/UPI--,4000, 
2024-05-01,"   CSH DEP (CDM)-CDM*******PUTTENAHALLI, B'LURU-2BANGALORE    KA IN--", ,44500
2024-05-01,"   CSH DEP (CDM)-CDM*******PUTTENAHALLI, B'LURU-2BANGALORE    KA IN--", ,44500
2024-05-01,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,86805.82, 
2024-05-02,   TO TRANSFER-UPI/DR/************/StockHol/HDFC/stockholdi/O5Xig--,911, 
2024-05-02,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,9767, 
2024-05-02,   BY TRANSFER-INB pgr--, ,60000
2024-05-02,   TO TRANSFER-UPI/DR/************/PARMINDE/UTIB/jpiprintma/UPI--,23770, 
2024-05-03,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,37646, 
2024-05-04,   TO TRANSFER-UPI/DR/************/UPILITE--,1000, 
2024-05-06,   BY TRANSFER-INB pgr--, ,40000
2024-05-07,   DEBIT-ACHDr NACH************** RAZORPAYSOFTWA--,36680, 
2024-05-07,   BY TRANSFER-INB pgr--, ,10000
2024-05-07,   ATM WDL-ATM CASH 4938  BANGALORE             BANGALORE--,10000, 
2024-05-07,   BY TRANSFER-INB pgr--, ,40000
2024-05-07,   TO TRANSFER-UPI/DR/************/POLA SAI/HDFC/polasatvik/UPI--,37000, 
2024-05-10,   TO TRANSFER-UPI/DR/************/Amazon I/YESB/amazon@yap/Reque--,299, 
2024-05-10,   BY TRANSFER-INB pgr--, ,40000
2024-05-10,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,31781.19, 
2024-05-11,   TO TRANSFER-UPI/DR/************/UPILITE--,1000, 
2024-05-11,   TO TRANSFER-UPI/DR/************/A V Shas/YESB/paytmqr281/UPI--,1020, 
2024-05-13,   TO TRANSFER-UPI/DR/************/KEMPARAJU/YESB/paytmqr281/UPI--,502, 
2024-05-13,   BY TRANSFER-INB pgr--, ,50000
2024-05-13,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,25165.25, 
2024-05-14,   TO TRANSFER-UPI/DR/************/ACT  Bro/YESB/paytm-actb/UPI--,883.82, 
2024-05-15,   ATM WDL-ATM CASH 6278  BANGALORE             BANGALORE--,10000, 
2024-05-15,   ATM WDL-ATM CASH 6279  BANGALORE             BANGALORE--,10000, 
2024-05-17,   TO TRANSFER-INB IMPS/P2A/************/XXXXXXX219KVBL--,700, 
2024-05-18,   ATM WDL-ATM CASH 2797  KONANAKUNTE-2         BENGALURU--,5000, 
2024-05-19,   ATM WDL-ATM CASH 6145  ANJANAPURA BANGALORE  BANGALORE--,10000, 
2024-05-19,   BY TRANSFER-INB pgr--, ,20000
2024-05-20,   TO TRANSFER-UPI/DR/************/P MADHAVI/UBIN/**********/UPI--,10000, 
2024-05-20,   BY TRANSFER-INB pgr--, ,20000
2024-05-20,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,20000, 
2024-05-21,   TO TRANSFER-UPI/DR/************/S B S WA/UBIN/ramugowda1/UPI--,1000, 
2024-05-22,   BY TRANSFER-INB pgr--, ,15000
2024-05-22,   TO TRANSFER-UPI/DR/************/Mr Praba/IDIB/prabakar19/UPI--,13700, 
2024-05-23,   TO TRANSFER-INB IMPS/P2A/************/XXXXXXX219KVBL--,1000, 
2024-05-24,   BY TRANSFER-INB pgr--, ,30000
2024-05-24,   TO TRANSFER-UPI/DR/************/JOYALUKK/HDFC/joyalukkas/Gener--,15000, 
2024-05-25,   TO TRANSFER-UPI/DR/************/SANJAY K/BARB/kumarssanj/UPI--,13500, 
2024-05-25,   BY TRANSFER-INB pgr--, ,50000
2024-05-25,   TO TRANSFER-UPI/DR/************/Axis/UTIB/cred.club@/payment--,40080, 
2024-05-25,   TO TRANSFER-SBIYA********************-Cc--,12000, 
2024-05-27,   TO TRANSFER-UPI/DR/************/Axis/UTIB/amazonupi@/Request--,399, 
2024-05-28,   TO TRANSFER-UPI/DR/************/balumahe/HDFC/balumahend/UPI--,10000, 
2024-05-28,   BY TRANSFER-INB pgr--, ,60000
2024-05-29,   TO TRANSFER-UPI/DR/************/BHARTI A/AIRP/airtelcomm/Payme--,1470.36, 
